period_high, period_low, ratio, date626, 93812, 1.020664, 2021-06-18T15:51:54.762Z
638, 94582, 1.009687, 2021-06-18T15:52:09.763Z
646, 93866, 0.989634, 2021-06-18T15:52:24.764Z
664, 94863, 0.973033, 2021-06-18T15:52:39.765Z
652, 94809, 0.990378, 2021-06-18T15:52:54.766Z
652, 93893, 0.980809, 2021-06-18T15:53:09.767Z
676, 557534, 5.617248, 2021-06-18T15:53:24.768Z
1233, 466996, 2.579580, 2021-06-18T15:53:39.768Z
1296, 470150, 2.470759, 2021-06-18T15:53:54.769Z
1234, 468748, 2.587159, 2021-06-18T15:54:09.778Z
1230, 470340, 2.604388, 2021-06-18T15:54:24.773Z
1240, 470508, 2.584308, 2021-06-18T15:54:39.772Z
1300, 472570, 2.475835, 2021-06-18T15:54:54.773Z
1242, 470748, 2.581462, 2021-06-18T15:55:09.777Z
1246, 471500, 2.577286, 2021-06-18T15:55:24.774Z
1232, 474062, 2.620736, 2021-06-18T15:55:39.775Z
1258, 472138, 2.556155, 2021-06-18T15:55:54.776Z
1250, 471566, 2.569398, 2021-06-18T15:56:09.782Z
1254, 473456, 2.571467, 2021-06-18T15:56:24.778Z
1290, 475150, 2.508649, 2021-06-18T15:56:39.779Z
1228, 471426, 2.614653, 2021-06-18T15:56:54.779Z
1260, 472746, 2.555384, 2021-06-18T15:57:09.781Z
1256, 474058, 2.570637, 2021-06-18T15:57:24.789Z
